Title	First Author First Name	First Author Surname	Corresponding Author First Name	Corresponding Author Surname	Corresponding Author Order	Publication Name	Alternate Name	Abstract	Url	Author Address	Year	DOI	Reference Type	PDF Relative Path	Keywords
Probiotics for the Primary and Secondary Prevention of C. difficile Infections: A Meta-analysis and Systematic Review		McFarland, L. V.				antibiotics (basel, switzerland)	antibiotics (basel, switzerland)	Clostridium difficile infections are a global clinical concern and are one of the leading causes of nosocomial outbreaks. Preventing these infections has benefited from multidisciplinary infection control strategies and new antibiotics, but the problem persists. Probiotics are effective in preventing antibiotic-associated diarrhea and may also be a beneficial strategy for C. difficile infections, but randomized controlled trials are scarce. This meta-analysis pools 21 randomized, controlled trials for primary prevention of C. difficile infections (CDI) and four trials for secondary prevention of C. difficile recurrences and assesses the efficacy of specific probiotic strains. Four probiotics significantly improved primary CDI prevention: (Saccharomyces boulardii, Lactobacillus casei DN114001, a mixture of L. acidophilus and Bifidobacterium bifidum, and a mixture of L. acidophilus, L. casei and L. rhamnosus). None of the tested probiotics significantly improved secondary prevention of CDI. More confirmatory randomized trials are needed to establish if probiotics are useful for preventing C. difficile infections. v.			2015				8907
Comparative Efficacy of Novel DMARDs as Monotherapy and in Combination with Methotrexate in Rheumatoid Arthritis Patients with Inadequate Response to Conventional DMARDs: A Network Meta-Analysis		Buckley, F., Finckh, A., Huizinga, T. W., Dejonckheere, F. and Jansen, J. P.				journal of managed care & specialty pharmacy	journal of managed care & specialty pharmacy	BACKGROUND: Given the availability of a number of alternative biologic treatment options and other novel disease-modifying antirheumatic drugs (DMARDs) for the treatment of patients with rheumatoid arthritis (RA), clinicians are faced with an increasingly challenging choice regarding optimal treatment. Biologics are usually combined with traditional DMARDs, primarily methotrexate (MTX), but some biologics and tofacitinib (together referred to in this article as novel DMARDs) have been shown to be efficacious as monotherapy as well. In real-world practice, approximately one-third of RA patients receiving biologics are on monotherapy, primarily because of intolerance of, or noncompliance with, MTX. Limited data, however, are available analyzing the effectiveness of monotherapy compared with combination therapy across novel DMARDs. OBJECTIVE: To compare American College of Rheumatology (ACR) responses to approved novel DMARDs used as monotherapy or as combination therapy with methotrexate (MTX) at 24 weeks in RA patients who have shown inadequate response to conventional DMARDs (DMARD-IR).  METHODS: Through a systematic review of the literature, we identified randomized controlled trials that assessed approved novel DMARDs used as monotherapy or as combination therapy with MTX in DMARD-IR RA patients. Twenty-eight RCTs were identified that evaluated abatacept, anakinra, adalimumab, certolizumab pegol, etanercept, golimumab, infliximab, tocilizumab, or tofacitinib. ACR responses at 24 weeks were extracted and combined by means of Bayesian network meta-analyses.  RESULTS: With the exception of anakinra plus MTX, which was less efficacious, most novel DMARDs, when used in combination with MTX, demonstrated comparable ACR responses. When novel DMARDs were used as monotherapies, greater ACR20/50/70 responses were observed with tocilizumab than with anti-tumor necrosis factor agents (aTNF) or tofacitinib. Furthermore, ACR20/50/70 responses with tocilizumab plus MTX were similar to those with tocilizumab monotherapy (odds ratio [OR] for the indirect comparison?=?1.08, 95% credible interval [CrI]?=?0.40-2.84; OR?=?1.24, CrI?=?0.44-3.61; OR?=?0.95, CrI?=?0.33-2.72, respectively), whereas greater responses were observed with aTNF plus MTX than with aTNF monotherapy (OR?=?2.41, CrI?=?0.51-11.61; OR?=?2.85, CrI?=?0.51-17.67; OR?=?1.28, CrI?=?0.21-8.42, respectively). Relative efficacy estimates for the indirect comparison of tofacitinib plus MTX with tofacitinib monotherapy were very uncertain. CONCLUSIONS: Results suggest that in combination with MTX most of the available novel DMARDs have similar levels of efficacy in DMARD-IR patients. As monotherapy, however, tocilizumab displayed higher ACR responses than aTNF or tofacitinib. ACR responses with tocilizumab plus MTX were similar to those with tocilizumab as monotherapy, whereas aTNF in combination with MTX demonstrated greater ACR responses than aTNF as monotherapy.			2015				11121
Impact of Male Partner Antenatal Accompaniment on Perinatal Health Outcomes in Developing Countries: A Systematic Literature Review		Aguiar, C. and Jennings, L.				maternal and child health journal	maternal and child health journal	Encouraging male partners to accompany women to antenatal care (ANC) is an important first step in engaging men on maternal and newborn health. However, little is known regarding the impact of male partner antenatal accompaniment beyond HIV-related perinatal outcomes. A systematic review was conducted to synthesize the evidence on the influence of male accompaniment on non-HIV outcomes during pregnancy and into the postpartum period. Eligible studies were published in English from 2003 to 2013 and evaluated the effect of male antenatal accompaniment on perinatal health in a developing country. Four electronic databases and selected reference lists were searched. Out of 84 potential citations retrieved, seven publications were retained for the assessment of male antenatal accompaniment's influence using iterative thematic analysis. During pregnancy, male antenatal accompaniment positively impacted women's knowledge of danger signs, but did not affect birth preparedness, ANC utilization, or miscarriages. During labor and delivery, men's ANC presence was associated with increases in institutional delivery and skilled birth attendance, but with no effect for birth-related outcomes. During the early postnatal period, male antenatal accompaniment was associated with higher uptake of postnatal services, but with mixed effects on breastfeeding and newborn survival. Couples' increased communication on pregnancy care and men's subsequent motivation to ensure safe delivery may explain these observed benefits. Inadequate communication, late accompaniment, or partner type may explain the lack of influence on some outcomes. More efforts are needed to expand the implementation and evaluation of male involvement strategies to improve perinatal health.			2015				7555
Systemic therapy options for advanced gastrointestinal stromal tumors beyond first-line imatinib: a systematic review		Abdel-Rahman, O. and Fouad, M.				future oncology (london, england)	future oncology (london, england)	ABSTRACT? This systematic review aims at assessment of the available evidence for systemic therapy options for patients with advanced gastrointestinal stromal tumors beyond first-line imatinib. Eligible trials were identified using databases search. In total, 26 studies were eligible and included in the final analysis. Among second-line studies, median progression-free survival ranged from 1.9 to 10 months while median overall survival ranged from 15 to 62 months. Among third-line agents, median progression-free survival ranged from 1.8 to 4.6 months while median overall survival ranged from 8.2 to 19 months. The available data for the second-line suggest that sunitinib is the best option while in the third line, regorafenib is the best option.			2015				6055
Lifestyle interventions for type 2 diabetes prevention in women with prior gestational diabetes: A systematic review and meta-analysis of behavioural, anthropometric and metabolic outcomes		Gilinsky, A. S., Kirk, A. F., Hughes, A. R. and Lindsay, R. S.				preventive medicine reports	preventive medicine reports	PURPOSE: To systematically review lifestyle interventions for women with prior Gestational Diabetes Mellitus (GDM) to report study characteristics, intervention design and study quality and explore changes in 1) diet, physical activity and sedentary behaviour; 2) anthropometric outcomes and; 3) glycaemic control and diabetes risk. METHODS: Databases (Web of Science, CCRCT, EMBASE and Science DIRECT) were searched (1980 to April 2014) using keywords for controlled or pre-post design trials of lifestyle intervention targeting women with previous GDM reporting at least one behavioural, anthropometric or diabetes outcome. Selected studies were narratively synthesized with anthropometric and glycaemic outcomes synthesized using meta-analysis. RESULTS: Three of 13 included studies were rated as low bias risk. Recruitment rates were poor but study retention good. Six of 11 studies reporting on physical activity reported favourable intervention effects. All six studies reporting on diet reported favourable intervention effects. In meta-analysis, significant weight-loss was attributable to one Chinese population study (WMD = - 1.06 kg (95% CI = - 1.68, - 0.44)). Lifestyle interventions did not change fasting blood glucose (WMD = - 0.05 mmol/L, 95% CI = - 0.21, 0.11) or type 2 diabetes risk. CONCLUSIONS: Lack of methodologically robust trials gives limited evidence for the success of lifestyle interventions in women with prior GDM. Recruitment into trials is challenging.			2015				9984
A systematic review and meta-analysis of randomized controlled trials of adjunctive ketamine in electroconvulsive therapy: Efficacy and tolerability		McGirr, A., Berlim, M. T., Bond, D. J., Neufeld, N. H., Chan, P. Y., Yatham, L. N. and Lam, R. W.				journal of psychiatric research	journal of psychiatric research	BACKGROUND: Electroconvulsive therapy (ECT) remains one of the most effective tools in the psychiatric treatment armamentarium, particularly for refractory depression. Yet, there remains a subset of patients who do not respond to ECT or for whom clinically adequate seizures cannot be elicited, for whom ketamine has emerged as a putative augmentation agent. METHODS: We searched EMBASE, PsycINFO, CENTRAL, and MEDLINE from 1962 to April 2014 to identify randomized controlled trials evaluating ketamine in ECT (PROSPERO #CRD42014009035). Clinical remission, response, and change in depressive symptom scores were extracted by two independent raters. Adverse events were recorded. Drop-outs were assessed as a proxy for acceptability. Meta-analyses employed a random effects model. RESULTS: Data were synthesized from 5 RCTs, representing a total of 182 patients with major depressive episodes (n = 165 Major Depressive Disorder, n = 17 Bipolar Disorder). ECT with ketamine augmentation was not associated with higher rates of clinical remission (Risk Difference (RD) = 0.00; 95%CI = -0.08 to 0.10), response (RD = -0.01; 95%CI = -0.11 to 0.08), or improvements in depressive symptoms (SMD = 0.38; 95%CI = -0.41 to 1.17). Ketamine augmentation was associated with higher rates of confusion/disorientation/prolonged delirium (OR = 6.59, 95%CI: 1.28-33.82, NNH = 3), but not agitation, hypertension or affective switches. CONCLUSION: Our meta-analysis of randomized controlled trials of ketamine augmentation in the ECT setting suggests a lack of clinical efficacy, and an increased likelihood of confusion. Individuals for whom adequate seizures or therapeutic response cannot be obtained have not been studied using randomized controlled designs. Additional research is required to address the role of ketamine in this population.			2015				9623
The Efficacy of Written Information Intervention in Reduction of Hospital Re-admission Cost in Patients With Heart Failure; A Systematic Review and Meta-Analysis		Zarea Gavgani, V., Kazemi Majd, F., Nosratnejad, S., Golmohammadi, A. and Sadeghi-Bazargani, H.				journal of cardiovascular and thoracic research	journal of cardiovascular and thoracic research	OBJECTIVE: To assess the efficacy of written information versus non written information intervention in reducing hospital readmission cost, if prescribed or presented to the patients with HF. METHODS: The study was a systematic review and meta-analysis. We searched Medline (Ovid) and Cochrane library during the past 20 years from 1993 to 2013. We also conducted a manual search through Google Scholar and a direct search in the group of related journals in Black Well and Science Direct trough their websites. Two reviewers appraised the identified studies, and meta-analysis was done to estimate the mean saving cost of patient readmission. All the included studies must have been done by randomization to be eligible for study. RESULT: We assessed the full-texts 3 out of 65 studies with 754 patients and average age of 74.33. The mean of estimated saving readmission cost in intervention group versus control group was US $2751 (95% CI: 2708 - 2794) and the mean of total saving cost in intervention group versus control group was US $2047 (base year 2010) with (95% CI: 2004 - 2089). No publication bias was found by testing the heterogeneity of studies. CONCLUSION: One of the effective factors in minimizing the healthcare cost and preventing from hospital re-admission is providing the patients with information prescription in a written format. It is suggested that hospital management, Medicare organizations, policy makers and individual physicians consider the prescription of appropriate medical information as the indispensable part of patient's care process.			2015				8031
Systematic review of laparoscopic comprehensive staging surgery in early stage ovarian cancer: A meta-analysis		Lu, Y., Yao, D. S. and Xu, J. H.				taiwanese journal of obstetrics & gynecology	taiwanese journal of obstetrics & gynecology	OBJECTIVE: To assess the clinical outcomes of laparoscopic comprehensive staging surgery in early stage ovarian cancer. MATERIALS AND METHODS: Electronic literature searches were conducted in Embase, MEDLINE, Cochrane Library, China Biology Medicine, and Chinese National Knowledge Infrastructure, and literature on laparoscopy versus laparotomy for comprehensive staging surgery was retrieved. The literature was selected according to certain inclusion criteria. Data were extracted from these studies and the quality of the included studies was assessed. The meta-analysis was conducted using the Review Manager 5.2 software. RESULTS: A total of 11 nonrandomized controlled trials involving 591 cases were included. The pooled data indicated less intraoperative blood loss, lower postoperative complication rates, shorter postoperative hospital stays, and lower postoperative recurrence rates in the laparoscopy group. There were no significant differences in operative time, harvested lymph node number, intraoperative complications, or mortality. CONCLUSION: For comprehensive staging surgery, laparoscopy was equivalent to or even better than conventional laparotomy for early ovarian cancer. More robust evidence should be explored for precise verification.			2015				8873
Association of Drug Effects on Serum Parathyroid Hormone, Phosphorus, and Calcium Levels With Mortality in CKD: A Meta-analysis		Palmer, S. C., Teixeira-Pinto, A., Saglimbene, V., Craig, J. C., Macaskill, P., Tonelli, M., de Berardis, G., Ruospo, M. and Strippoli, G. F.				american journal of kidney diseases : the official journal of the national kidney foundation	american journal of kidney diseases : the official journal of the national kidney foundation	BACKGROUND: Serum parathyroid hormone (PTH), phosphorus, and calcium levels are surrogate outcomes that are central to the evaluation of drug treatments in chronic kidney disease (CKD). This systematic review evaluates the evidence for the correlation between drug effects on biochemical (PTH, phosphorus, and calcium) and all-cause and cardiovascular mortality end points in adults with CKD. STUDY DESIGN: Systematic review and meta-analysis. SETTING & POPULATION: Adults with CKD. SELECTION CRITERIA FOR STUDIES: Randomized trials reporting drug effects on biochemical and mortality end points. INTERVENTION: Drug interventions with effects on serum PTH, phosphorus, and calcium levels, including vitamin D compounds, phosphate binders, cinacalcet, bisphosphonates, and calcitonin. OUTCOMES: Correlation between drug effects on biochemical and all-cause and cardiovascular mortality. RESULTS: 28 studies (6,999 participants) reported both biochemical and mortality outcomes and were eligible for analysis. Associations between drug effects on surrogate biochemical end points and corresponding effects on mortality were weak and imprecise. All correlation coefficients were less than 0.70, and 95% credible intervals were generally wide and overlapped with zero, consistent with the possibility of no association. The exception was an inverse correlation between drug effects on serum PTH levels and all-cause mortality, which was nominally significant (-0.64; 95% credible interval, -0.85 to -0.15), but the strength of this association was very imprecise. Risk of bias within available trials was generally high, further reducing confidence in the summary correlations. Findings were robust to adjustment for age, baseline serum PTH level, allocation concealment, CKD stage, and drug class. LIMITATIONS: Low power in analyses and combining evidence from many different drug comparisons with incomplete data across studies. CONCLUSIONS: Drug effects on serum PTH, phosphorus, and calcium levels are weakly and imprecisely correlated with all-cause and cardiovascular death in the setting of CKD. Risks of mortality (patient-level outcome) cannot be inferred from treatment-induced changes in biochemical outcomes in people with CKD. Similarly, existing data do not exclude a mortality benefit with treatment. Trials need to address patient-centered outcomes to evaluate drug effectiveness in this setting.			2015				10369
Evidence for treating rheumatoid arthritis to target: results of a systematic literature search update		Stoffer, M. A., Schoels, M. M., Smolen, J. S., Aletaha, D., Breedveld, F. C., Burmester, G., Bykerk, V., Dougados, M., Emery, P., Haraoui, B., Gomez-Reino, J., Kvien, T. K., Nash, P., Navarro-Compán, V., Scholte-Voshaar, M., van Vollenhoven, R., van der Heijde, D. and Stamm, T. A.				annals of the rheumatic diseases	annals of the rheumatic diseases	OBJECTIVE: A systematic literature review (SLR; 2009-2014) to compare a target-oriented approach with routine management in the treatment of rheumatoid arthritis (RA) to allow an update of the treat-to-target recommendations. METHODS: Two SLRs focused on clinical trials employing a treatment approach targeting a specific clinical outcome were performed. In addition to testing clinical, functional and/or structural changes as endpoints, comorbidities, cardiovascular risk, work productivity and education as well as patient self-assessment were investigated. The searches covered MEDLINE, EMBASE, Cochrane databases and Clinicaltrial.gov for the period between 2009 and 2012 and separately for the period of 2012 to May of 2014. RESULTS: Of 8442 citations retrieved in the two SLRs, 176 articles underwent full-text review. According to predefined inclusion/exclusion criteria, six articles were included of which five showed superiority of a targeted treatment approach aiming at least at low-disease activity versus routine care; in addition, publications providing supportive evidence were also incorporated that aside from expanding the evidence provided by the above six publications allowed concluding that a target-oriented approach leads to less comorbidities and cardiovascular risk and better work productivity than conventional care. CONCLUSIONS: The current study expands the evidence that targeting low-disease activity or remission in the management of RA conveys better outcomes than routine care.			2016				10441
Robotic radical hysterectomy in early stage cervical cancer: A systematic review and meta-analysis		Shazly, S. A., Murad, M. H., Dowdy, S. C., Gostout, B. S. and Famuyide, A. O.				gynecologic oncology	gynecologic oncology	OBJECTIVE: To compare intraoperative and short-term postoperative outcomes of robotic radical hysterectomy (RRH) to laparoscopic and open approaches in the treatment of early stage cervical cancer. METHODS: A search of MEDLINE, EMBASE (using Ovid interface) and SCOPUS databases was conducted from database inception through February 15, 2014. We included studies comparing surgical approaches to radical hysterectomy (robotic vs. laparoscopic or abdominal, or both) in women with stages IA1-IIA cervical cancer. Intraoperative outcomes included estimated blood loss (EBL), operative time, number of pelvic lymph nodes harvested and intraoperative complications. Postoperative outcomes were hospital stay and surgical morbidity. The random effects model was used to pool weighted mean differences (WMDs) and odds ratios (OR). RESULTS: Twenty six nonrandomized studies were included (10 RRH vs abdominal radical hysterectomy [ARH], 9 RRH vs laparoscopic radical hysterectomy [LRH] and 7 compared all 3 approaches) enrolling 4013 women (1013 RRH, 710 LRH and 2290 ARH). RRH was associated with less EBL (WMD=384.3, 95% CI=233.7, 534.8) and shorter hospital stay (WMD=3.55, 95% CI=2.10, 5.00) than ARH. RRH was also associated with lower odds of febrile morbidity (OR=0.43, 95% CI=0.20-0.89), blood transfusion (OR=0.12, 95% CI 0.06, 0.25) and wound-related complications (OR=0.31, 95% CI=0.13, 0.73) vs. ARH. RRH was comparable to LRH in all intra- and postoperative outcomes. CONCLUSION: Current evidence suggests that RRH may be superior to ARH with lower EBL, shorter hospital stay, less febrile morbidity and wound-related complications. RRH and LRH appear equivalent in intraoperative and short-term postoperative outcomes and thus the choice of approach can be tailored to the choice of patient and surgeon.			2015				8883
Benefit of intraoperative navigation on glenoid component positioning during total shoulder arthroplasty		Sadoghi, P., Vavken, J., Leithner, A. and Vavken, P.				archives of orthopaedic and trauma surgery	archives of orthopaedic and trauma surgery	"INTRODUCTION: The objective of this study was to review and synthesize the current best evidence for the use of intraoperative navigation in the implantation of glenoid components in total shoulder prostheses. METHODS: We conducted a systematic, online search using PubMed, EMBASE, CCTR, and CINAHL using ""Arthroplasty, Replacement""(Mesh) AND (shoulder) AND (navi* OR computer). Data on study design and quality as well as accuracy of positioning and complications were extracted independently and in duplicate. After assessment of study heterogeneity, DerSimonian-Laird random effect models were used to pool data from the individual studies. RESULTS: The systematic search revealed 359 manuscripts in total. After exclusion of duplicates and irrelevant publications, 6 groups of 247 shoulders from 5 studies were included. The pooled weighted mean difference for deviation from neutral version was -6.4° (95 %CI -7.9 to -5.3) in favor of navigation, which is consistent with a statistically significant difference (p < 0.01). In the navigation group, 2 superior glenoid screws were reported as perforating compared to 5 screws (1 inferior, 4 superior) in the control group. There was no difference in tilt at a WMD of 2.7 (95 %CI -1.4 to 6.8, p = 0.192). CONCLUSIONS: Navigation allows for significantly more accurate glenoid version, but the clinical meaningfulness of the absolute improvement over standard techniques is questionable. However, navigation is a valuable teaching tool that might prove very beneficial not for the patient at hand, but for those treated by the operating surgeon in the future. LEVEL OF EVIDENCE: Level II-meta-analysis of non-homogenous controlled trials."			2015				10504
Gum chewing and gastrointestinal function following caesarean delivery: a systematic review and meta-analysis		Hochner, H., Tenfelde, S. M., Abu Ahmad, W. and Liebergall-Wischnitzer, M.				journal of clinical nursing	journal of clinical nursing	AIMS AND OBJECTIVES: The aims of this systematic review and meta-analysis were to summarise current knowledge regarding gum chewing intervention for activation of the gastrointestinal (GI) system following caesarean delivery. BACKGROUND: GI symptoms such as nausea, vomiting and defecatory difficulties are bothersome for women following a caesarean delivery. There is category A recommendation to not withhold oral intake postoperatively. However, current practice guidelines vary widely on time to initiate oral feeding post caesarean delivery, and additional research is needed. Gum chewing has been shown to stimulate the GI system in other postoperative patient populations. DESIGN: A systematic review and meta-analysis. METHODS: An electronic review was undertaken using the following resources: PubMed (Medline), CINAHL, EMBASE and ClinicalTrials.gov databases. Key words used in various combinations included cesarean section; cesarean delivery; postoperative chewing gum; bowel movement; bowel function and complications. RESULTS: A total of 171 articles were found of which 166 were excluded: 157 were duplicates and the remainder did not meet the inclusion criteria. Five randomised control trials were included in the meta-analysis, focusing on gum chewing as an intervention as compared with a nongum chewing intervention, with a total of 846 participants. Compared with the nongum chewing group, gum chewing showed a beneficial impact on the major outcomes of digestive system activation, including bowel sound, gas passage and defecation. CONCLUSIONS: This meta-analysis supports the effectiveness of gum chewing post caesarean delivery as a noninvasive/nonpharmacological intervention for reactivation of bowel movement. RELEVANCE TO CLINICAL PRACTICE: Gum chewing in the immediate postoperative period following caesarean delivery may provide a socially acceptable, low-cost and safe intervention to reduce postcaesarean delivery GI complications and restore GI function.			2015				5951
ACL Graft and Contralateral ACL Tear Risk within Ten Years Following Reconstruction: A Systematic Review		Magnussen, R. A., Meschbach, N. T., Kaeding, C. C., Wright, R. W. and Spindler, K. P.				jbjs reviews	jbjs reviews	BACKGROUND: Anterior cruciate ligament (ACL) graft tear and contralateral ACL injury have devastating effects on patient outcomes following ACL reconstruction. Long-term results after ACL reconstruction are being reported with greater frequency, allowing a detailed analysis of the long-term risk of failure. METHODS: A systematic review of prospective studies that recorded the risk of ACL graft rupture and contralateral ACL injury following primary ACL reconstruction was performed. All studies included intra-articular ACL reconstruction with modern techniques and patellar tendon or hamstring autograft with a minimum follow-up of ten years. RESULTS: Nine studies met the inclusion and exclusion criteria. The overall ACL graft rupture risk was 7.9% (211 ruptures in 2682 reconstructions) and ranged from 3.2% to 11.1% in the individual studies. The overall risk of ACL injury in the contralateral limb was 12.5% (335 injuries in 2682 reconstructions) and ranged from 0.6% to 22.7% in the individual studies. Among the seven homogeneous studies that were pooled, the overall risk of a contralateral ACL tear was 1.63 (95% confidence interval [CI]: 1.30 to 2.04) times that of a graft tear during the follow-up period. CONCLUSIONS: At a minimum follow-up time of ten years, the risk of contralateral ACL tear significantly exceeds the risk of ACL graft rupture. Further work is necessary to understand and potentially reduce this risk of graft and contralateral ACL tears. LEVEL OF EVIDENCE: Therapeutic Level II. See Instructions for Authors for a complete description of levels of evidence.			2015				6607
Effects of probiotics on child growth: a systematic review		Onubi, O. J., Poobalan, A. S., Dineen, B., Marais, D. and McNeill, G.				journal of health, population, and nutrition	journal of health, population, and nutrition	BACKGROUND: Child undernutrition has short and long term consequence for both individuals and society. Previous studies show probiotics may promote child growth and have an impact on under-nutrition. METHODS: A systematic review of the literature was carried out on three electronic databases to assess evidence. The outcome measured was change in weight or height. A narrative analysis was conducted due to heterogeneity of included studies. RESULTS: Twelve studies were included in the review of which ten were randomised controlled trials. A total of 2757 children were included, with 1598 from developing countries. The studies varied in type and quantity of probiotics given, duration of interventions, characteristics of participants, setting and units of outcome measures. Overall, five studies found a positive effect of probiotics on child growth. All five were conducted in developing countries with four studies conducted in mostly under-nourished children and one in well-nourished children. No significant effect on growth was found in the seven studies that were conducted in developed countries. CONCLUSION: The limited evidence suggests that probiotics have the potential to improve child growth in developing countries and in under-nourished children. More research is needed to explore this further.			2015				5541
Systematic Review and Meta-Analysis of Multi-component Interventions Through Schools to Increase Physical Activity		Russ, L. B., Webster, C. A., Beets, M. W. and Phillips, D. S.				journal of physical activity & health	journal of physical activity & health	"BACKGROUND: A ""whole-of-school"" approach is nationally endorsed to increase youth physical activity (PA). Aligned with this approach, comprehensive school physical activity programs (CSPAP) are recommended. Distinct components of a CSPAP include quality physical education [QPE], PA during the school day [PADSD], PA before/after school [PABAS], staff wellness [SW], and family/community engagement [FCE]. The effectiveness of interventions incorporating multiple CSPAP components is unclear. A systematic review and meta-analysis were conducted examining the effectiveness of multi-component interventions on youth total daily PA. METHODS: Electronic databases were searched for published studies that (1) occurred in the US; (2) targeted K-12 (5-18 years old); (3) were interventions; (4) reflected ?2 CSPAP components, with at least one targeting school-based PA during school hours; and (5) reported outcomes as daily PA improvements. Standardized mean effects (Hedge's g) from pooled random effects inverse-variance models were estimated. RESULTS: Across 14 studies, 12 included QPE, 5 PADSD, 1 PABAS, 2 SW, and 14 FCE. No studies included all 5 CSPAP components. Overall, intervention impact was small (0.11, 95CI 0.03 to 0.19). CONCLUSIONS: As designed, there is limited evidence of the effectiveness of multi-component interventions to increase youth total daily PA. Increased alignment with CSPAP recommendations may improve intervention effectiveness."			2015				6562
The freestyle valve as a right ventricle to pulmonary artery conduit. A systematic review and meta-analysis		Dunne, B., Suthers, E., Xiao, P., Xiao, J., Litton, E. and Andrews, D.				heart, lung and vessels	heart, lung and vessels	INTRODUCTION: Reconstruction of the right ventricular outflow tract is the most commonly performed valve repair/replacement procedure in congenital cardiac surgery. There is an ongoing shortage of homografts, and existing bioprosthetic options suffer from substantial rates of structural valve deterioration over time. The Medtronic Freestyle valve is used extensively in the aortic position, but little data is available on its performance in the pulmonary position. METHODS: A systematic review and meta-analysis of primary studies reporting echocardiographic and clinical outcomes, including reintervention and functional status, associated with the Freestyle valve in the pulmonary position for both Ross and congenital surgery. RESULTS: 13 observational studies including 334 patients with a mean follow-up of 34 months (range 10-98 months) fulfilled the eligibility criteria and were included in the review. Structural valve deterioration occurred in 4.8% (95% confidence interval 0.8-10.6%) of patients. Reintervention was required in 1.1% (95% confidence interval 0.0-3.3%). Freedom from symptoms of heart failure occurred in 97.7% (94.6-99.7%). The results did not change substantially when analysed according to Ross or congenital surgery. CONCLUSIONS: The Freestyle valve performs well at short-term follow-up and provides a viable alternative when homografts are unavailable. Further long-term studies are required to better assess its role in right ventricular outflow tract reconstruction.			2015				6211
Drilling: medical indications and surgical technique		Hueb, C. K., Dias Júnior, J. A., Abrão, M. S. and Filho, E. K.				revista da associac?a?o me?dica brasileira (1992)	revista da associac?a?o me?dica brasileira (1992)	"INTRODUCTION: anovulation is a major cause of female infertility, and polycystic ovary syndrome (PCOS) is the leading cause of anovulation. While undergoing drug-induced ovulation, women with PCOS usually have a satisfactory response recruiting follicles, but some are unable to recruit follicles or often produce an excessive number of follicles, which can result in ovarian hyper-stimulation syndrome and/or multiple pregnancy. Surgical laparoscopy with ovarian ""drilling"" may prevent or reduce the need for drug-induced ovulation. OBJECTIVE: to identify the current indications of laparoscopic ovarian drilling and the best surgical technique. METHOD: a review of the medical literature based on systematic search in the Medline, Lilacs and Cochrane databases, using as keywords laparoscopy, polycystic ovary syndrome, and drilling. RESULTS: we found 105 articles in the literature, 27 of these highly relevant, describing findings on ovarian drilling. CONCLUSION: laparoscopic drilling is indicated for patients with polycystic ovary syndrome with ovulatory resistance to the use of clomiphene citrate, body mass index less than 30 kg/m2 and preoperative luteinizing hormone above 10 IU/L. The preferred surgical technique should be the realization of 5 to 10 perforations on the surface of each ovary bilaterally using monopolar energy."			2015				10665
Cannabidiol as an Intervention for Addictive Behaviors: A Systematic Review of the Evidence		Prud'homme, M., Cata, R. and Jutras-Aswad, D.				substance abuse : research and treatment	substance abuse : research and treatment	Drug addiction is a chronically relapsing disorder characterized by the compulsive desire to use drugs and a loss of control over consumption. Cannabidiol (CBD), the second most abundant component of cannabis, is thought to modulate various neuronal circuits involved in drug addiction. The goal of this systematic review is to summarize the available preclinical and clinical data on the impact of CBD on addictive behaviors. MEDLINE and PubMed were searched for English and French language articles published before 2015. In all, 14 studies were found, 9 of which were conducted on animals and the remaining 5 on humans. A limited number of preclinical studies suggest that CBD may have therapeutic properties on opioid, cocaine, and psychostimulant addiction, and some preliminary data suggest that it may be beneficial in cannabis and tobacco addiction in humans. Further studies are clearly necessary to fully evaluate the potential of CBD as an intervention for addictive disorders.			2015				6053
Clinical evidence in the treatment of rotator cuff tears with hyaluronic acid		Osti, L., Buda, M., Buono, A. D., Osti, R. and Massari, L.				muscles, ligaments and tendons journal	muscles, ligaments and tendons journal	"PURPOSE: the aim of this quantitative review is to document potential benefit and adverse effects of hyaluronic acid (HA) injection into the shoulder with rotator cuff tears. METHODS: a systematic literature search was performed in english PubMed, Medline, Ovid, Google Scholar and Embase databases using the combined key words ""hyaluronic acid"", ""rotator cuff tear"", ""hyaluronate"", ""shoulder"", ""viscosupplementation"", with no limit regarding the year of publication. Articles were included if they reported data on clinical and functional outcomes, complications in series of patients who had undergone HA injection for management of rotator cuff tears. Two Authors screened the selected articles for title, abstract and full text in accordance with predefined inclusion and exclusion criteria. The papers were accurately analyzed focusing on objective rating scores reported. RESULTS: a total of 11 studies, prospective, 7 were randomized were included by full text. A total of 1102 patients were evaluated clinically after different HA injection compare with corticosteroid injection, physically therapies, saline solution injection and control groups. The use of HA in patients with rotator cuff tears improve VAS and functional score in all trials that we have analyzed. CONCLUSION: intra-articular injection with HA is effective in reducing pain and improving function in shoulder with rotator cuff tears and without severe adverse reaction. LEVEL OF EVIDENCE: Level I."			2016				10681
